URL,Product_id,BrandName,Category,Individual_category,category_by_Gender,Description,DiscountPrice (in Rs),OriginalPrice (in Rs),DiscountOffer,SizeOption,Ratings,Reviews
https://www.myntra.com/tshirts/dillinger/dillinger-women-teal-blue-printed-oversized-cotton-pure-cotton-t-shirt/12029628/buy,12029628,DILLINGER,Western,tshirts,Women,dillinger women teal blue printed oversized cotton pure cotton t shirt,,1199,52% OFF,"XS, S, M, L, XL",4.4,916
https://www.myntra.com/kurta-sets/varanga/varanga-women-pink--silver-toned-yoke-design-kurta-with-palazzos--dupatta/14046728/buy,14046728,Varanga,Indian Wear,kurta-sets,Women,varanga women pink  silver toned yoke design kurta with palazzos  dupatta,2159,5999,64% OFF,"S, M, L, XL, XXL",4,915
https://www.myntra.com/tshirts/roadster/roadster-women-pack-of-2-pure-cotton-t-shirts/2025239/buy,2025239,Roadster,Western,tshirts,Women,roadster women pack of 2 pure cotton t shirts,,999,50% OFF,"XS, S, M, L, XL",4.3,915
https://www.myntra.com/jeans/wrogn/wrogn-men-blue-tapered-fit-mid-rise-clean-look-stretchable-cropped-jeans/10187343/buy,10187343,WROGN,Bottom Wear,jeans,Men,wrogn men blue tapered fit mid rise clean look stretchable cropped jeans,1679,2799,40% OFF,"28, 30, 32, 34, 36, 38",3.6,914
https://www.myntra.com/trunk/one8-by-virat-kohli/one8-by-virat-kohli-pack-of-2-men-grey-melange--orange-solid-trunks-10512948-1-10513016-1/11217408/buy,11217408,one8 by Virat Kohli,Inner Wear &  Sleep Wear,trunk,Men,one8 by virat kohli pack of 2 men grey melange  orange solid trunks 10512948 1 10513016 1,398,498,Rs. 100 OFF,"S, M, L, XL, XXL",4.2,914
https://www.myntra.com/shirts/moda-rapido/moda-rapido-men-mustard-floral-resort-wear-shirt/11158218/buy,11158218,Moda Rapido,Topwear,shirts,Men,moda rapido men mustard floral resort wear shirt,,599,,"38, 40, 42, 44, 46",4.4,914
https://www.myntra.com/jeans/locomotive/locomotive-men-black-tapered-fit-mid-rise-clean-look-stretchable-jeans/7726426/buy,7726426,LOCOMOTIVE,Bottom Wear,jeans,Men,locomotive men black tapered fit mid rise clean look stretchable jeans,849,2499,66% OFF,"30, 32, 34, 36",3.9,913
https://www.myntra.com/trousers/highlander/highlander-men-navy-blue--grey-slim-fit-checked-regular-trousers/10144527/buy,10144527,HIGHLANDER,Bottom Wear,trousers,Men,highlander men navy blue  grey slim fit checked regular trousers,767,1599,52% OFF,"30, 32, 34, 36",4.2,913
https://www.myntra.com/shirts/roadster/roadster-men-navy-blue--red-striped-pure-cotton-sustainable-casual-shirt/10945090/buy,10945090,Roadster,Topwear,shirts,Men,roadster men navy blue  red striped pure cotton sustainable casual shirt,999,1999,50% OFF,"38, 40, 42, 44",4.4,913
https://www.myntra.com/tshirts/mast--harbour/mast--harbour-men-navy-solid-round-neck-pure-cotton-t-shirt/2232130/buy,2232130,Mast & Harbour,Topwear,tshirts,Men,mast  harbour men navy solid round neck pure cotton t shirt,359,899,60% OFF,"S, M, L, XL",3.9,913
https://www.myntra.com/kurtas/vishudh/vishudh-women-peach-coloured-checked-straight-kurta/10074627/buy,10074627,Vishudh,Indian Wear,kurtas,Women,vishudh women peach coloured checked straight kurta,509,1499,66% OFF,"S, M, L, XL, XXL",4.2,913
https://www.myntra.com/shapewear/laceandme/laceandme-women-nude-coloured-solid-shaper-briefs-9813/12069880/buy,12069880,Laceandme,Lingerie & Sleep Wear,shapewear,Women,laceandme women nude coloured solid shaper briefs 9813,707,1199,41% OFF,"M, L, XL, XXL",4,913
https://www.myntra.com/bra/rosaline-by-zivame/rosaline-by-zivame-blue-solid-non-wired-non-padded-t-shirt-bra-zi1885coreablue0/11416434/buy,11416434,Rosaline by Zivame,Lingerie & Sleep Wear,bra,Women,rosaline by zivame blue solid non wired non padded t shirt bra zi1885coreablue0,,445,,"32B, 32C, 32D, 34B, 34C, 34D, 36B, 36C, 36D, 38B, 38C, 38D",4.2,913
https://www.myntra.com/tops/pluss/pluss-women-pastel-green-embroidered-peplum-top/8126453/buy,8126453,plusS,Plus Size,tops,Women,pluss women pastel green embroidered peplum top,524,1749,70% OFF,"S, M, L, XL, XXL, 3XL, 4XL",3.9,913
https://www.myntra.com/shorts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-red-rapid-dry-yoga-seamless-shorts/10106535/buy,10106535,HRX by Hrithik Roshan,Sports Wear,shorts,Women,hrx by hrithik roshan women red rapid dry yoga seamless shorts,599,1499,60% OFF,"26, 28, 30, 32, 34, 36",4.2,913
https://www.myntra.com/tights/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-navy-blue-skinny-fit-solid-rapid-dry-cropped-training-tights/7695782/buy,7695782,HRX by Hrithik Roshan,Sports Wear,tights,Women,hrx by hrithik roshan women navy blue skinny fit solid rapid dry cropped training tights,1149,2299,50% OFF,"XS, S, M, L, XL, XXL",4.4,913
https://www.myntra.com/jeans/roadster/roadster-women-navy-blue-super-skinny-fit-high-rise-clean-look-stretchable-jeans/12278628/buy,12278628,Roadster,Western,jeans,Women,roadster women navy blue super skinny fit high rise clean look stretchable jeans,,1599,45% OFF,"26, 28, 30, 32, 34, 36",4.3,913
https://www.myntra.com/tops/dressberry/dressberry-navy-blue-self-striped-fitted-top/11271956/buy,11271956,DressBerry,Western,tops,Women,dressberry navy blue self striped fitted top,,999,30% OFF,"XS, S, M, L, XL",4.5,913
https://www.myntra.com/shirts/highlander/highlander-men-mustard-yellow-slim-fit-solid-cotton-casual-shirt/13957442/buy,13957442,HIGHLANDER,Topwear,shirts,Men,highlander men mustard yellow slim fit solid cotton casual shirt,479,1199,60% OFF,"39, 40, 42, 44",4.2,912
https://www.myntra.com/tops/bhama-couture/bhama-couture-blue--white-striped-a-line-pure-cotton-top/9717187/buy,9717187,Bhama Couture,Indian Wear,tops,Women,bhama couture blue  white striped a line pure cotton top,899,1799,50% OFF,"S, M, L, XL",4.1,912
https://www.myntra.com/bra/jockey/jockey-burgundy-solid-non-wired-lightly-padded-everyday-bra-1723-0105-btred/9314595/buy,9314595,Jockey,Lingerie & Sleep Wear,bra,Women,jockey burgundy solid non wired lightly padded everyday bra 1723 0105 btred,,799,,"30B, 32B, 32C, 34B, 34C, 36B, 36C, 38B",4.5,912
https://www.myntra.com/jeans/tokyo-talkies/tokyo-talkies-women-navy-blue-slim-fit-mid-rise-clean-look-stretchable-jeans/12876646/buy,12876646,Tokyo Talkies,Western,jeans,Women,tokyo talkies women navy blue slim fit mid rise clean look stretchable jeans,,1699,58% OFF,"26, 28, 30, 32, 34",4.1,912
https://www.myntra.com/tops/scorpius/scorpius-women-pack-of-2-black-solid-crop-tops/9339767/buy,9339767,SCORPIUS,Western,tops,Women,scorpius women pack of 2 black solid crop tops,,1998,50% OFF,"S, M, L, XL",4.1,912
https://www.myntra.com/dresses/sassafras/sassafras-pink--orange-floral-printed-tiered-a-line-dress-with-puff-sleeves/13581108/buy,13581108,SASSAFRAS,Western,dresses,Women,sassafras pink  orange floral printed tiered a line dress with puff sleeves,,2299,50% OFF,"XS, S, M, L, XL, XXL",4,912
https://www.myntra.com/kurtas/taavi/taavi-men-indigo-hand-block-printed-straight-sustainable-kurta-with-roll-up-sleeves/9304671/buy,9304671,Taavi,Indian Wear,kurtas,Men,taavi men indigo hand block printed straight sustainable kurta with roll up sleeves,839,2099,60% OFF,"S, M, L, XL, XXL",3.8,911
https://www.myntra.com/tshirts/roadster/roadster-men-blue-striped-round-neck-pure-cotton-t-shirt/2337949/buy,2337949,Roadster,Topwear,tshirts,Men,roadster men blue striped round neck pure cotton t shirt,,404,,"XS, S, M, L, XL, XXL, 3XL, 4XL",4.2,911
https://www.myntra.com/tshirts/roadster/roadster-women-pack-of-2-mustard-yellow-solid-t-shirts/17381350/buy,17381350,Roadster,Western,tshirts,Women,roadster women pack of 2 mustard yellow solid t shirts,,1198,50% OFF,"XS, S, M, L, XL",4.3,911
https://www.myntra.com/tops/dressberry/dressberry-women-navy-blue--orange-floral-print-top/11182738/buy,11182738,DressBerry,Western,tops,Women,dressberry women navy blue  orange floral print top,,1299,50% OFF,"XS, S, M, L, XL",4.4,911
https://www.myntra.com/tshirts/roadster/roadster-women-lavender--navy-printed-round-neck-t-shirt/12193758/buy,12193758,Roadster,Western,tshirts,Women,roadster women lavender  navy printed round neck t shirt,,999,,"XS, S, M, L, XL",4.3,911
https://www.myntra.com/shirts/ether/ether-men-black-slim-fit-antimicrobial-cotton-stretch-shirt/1155795/buy,1155795,ether,Topwear,shirts,Men,ether men black slim fit antimicrobial cotton stretch shirt,719,1599,55% OFF,"38, 40, 42, 44",4.2,910
https://www.myntra.com/kurtas/sangria/sangria-women-blue-geometric-printed-straight-kurta/8349181/buy,8349181,Sangria,Indian Wear,kurtas,Women,sangria women blue geometric printed straight kurta,584,1299,55% OFF,"XS, S, M, L, XL, XXL, 3XL",4.1,910
https://www.myntra.com/lounge-pants/etc/etc-women-black-pure-cotton-solid-lounge-joggers/12820436/buy,12820436,ETC,Lingerie & Sleep Wear,lounge-pants,Women,etc women black pure cotton solid lounge joggers,549,1099, 50 % OFF,"S, M, L, XL",4.2,910
https://www.myntra.com/bra/enamor/enamor-light-pink-non-wired-non-padded-full-coverage-everyday-tshirt-bra-a027-/11818414/buy,11818414,Enamor,Lingerie & Sleep Wear,bra,Women,enamor light pink non wired non padded full coverage everyday tshirt bra a027 ,,729,,"32B, 32C, 32D, 34B, 34C, 34D, 36B, 36C, 36D, 38B, 38C, 38D",4.4,910
https://www.myntra.com/tops/veni-vidi-vici/veni-vidi-vici-white-ruffled-bardot-top/7477729/buy,7477729,Veni Vidi Vici,Western,tops,Women,veni vidi vici white ruffled bardot top,,1170,60% OFF,"XS, S, M, L",4.1,910
https://www.myntra.com/kurtas/anouk/anouk-men-maroon--beige-printed-straight-short-kurta/10307987/buy,10307987,Anouk,Indian Wear,kurtas,Men,anouk men maroon  beige printed straight short kurta,599,1499,60% OFF,"S, M, L, XL, XXL",4.2,909
https://www.myntra.com/shirts/wrogn/wrogn-men-rust-orange-checked-slim-casual-shirt/1427701/buy,1427701,WROGN,Topwear,shirts,Men,wrogn men rust orange checked slim casual shirt,1149,2299,50% OFF,"39, 40, 42, 44, 46",4.1,909
https://www.myntra.com/jackets/roadster/the-roadster-lifestyle-co-men-blue-solid-denim-jacket/10617850/buy,10617850,Roadster,Topwear,jackets,Men,the roadster lifestyle co men blue solid denim jacket,,2999,,"S, M, L, XL, XXL, 3XL",4.3,909
https://www.myntra.com/kurtas/sangria/sangria-women-black-printed-straight-kurta/8420231/buy,8420231,Sangria,Plus Size,kurtas,Women,sangria women black printed straight kurta,649,1299,50% OFF,"XS, S, M, L, XL, XXL",4.5,909
https://www.myntra.com/tshirts/mast--harbour/mast--harbour-women-pack-of-2-solid-tshirts/17523394/buy,17523394,Mast & Harbour,Western,tshirts,Women,mast  harbour women pack of 2 solid tshirts,,1398,50% OFF,"XS, S, M, L, XL",4.4,909
https://www.myntra.com/tshirts/roadster/roadster-women-pack-of-2-pure-cotton-t-shirts/17384216/buy,17384216,Roadster,Western,tshirts,Women,roadster women pack of 2 pure cotton t shirts,,1398,50% OFF,"XS, S, M, L, XL",4.1,909
https://www.myntra.com/sweatshirts/roadster/the-roadster-lifestyle-co-women-green-solid-sweatshirt/9478295/buy,9478295,Roadster,Western,sweatshirts,Women,the roadster lifestyle co women green solid sweatshirt,,1599,65% OFF,"XS, S, M, L, XL, XXL",3.9,909
https://www.myntra.com/dresses/tokyo-talkies/tokyo-talkies-women-grey-printed-fit-and-flare-dress/4924933/buy,4924933,Tokyo Talkies,Western,dresses,Women,tokyo talkies women grey printed fit and flare dress,,2149,61% OFF,"S, M, L, XL",3.9,909
https://www.myntra.com/tshirts/maniac/maniac-men-white-striped-scoop-neck-pure-cotton-t-shirt/9200817/buy,9200817,Maniac,Topwear,tshirts,Men,maniac men white striped scoop neck pure cotton t shirt,381,779,51% OFF,"S, M, L, XL",4,908
https://www.myntra.com/dresses/ahalyaa/ahalyaa-green-ethnic-motifs-printed-maxi-dress/7193789/buy,7193789,Ahalyaa,Indian Wear,dresses,Women,ahalyaa green ethnic motifs printed maxi dress,999,2455,Rs. 1456 OFF,"S, M, L, XL, XXL",3.6,908
https://www.myntra.com/tshirts/roadster/roadster-women-pack-of-2-pure-cotton-t-shirts/17381480/buy,17381480,Roadster,Western,tshirts,Women,roadster women pack of 2 pure cotton t shirts,,1198,50% OFF,"XS, S, M, L, XL",4.1,908
https://www.myntra.com/tshirts/roadster/roadster-women-pack-of-2-printed-cotton-t-shirt/17385104/buy,17385104,Roadster,Western,tshirts,Women,roadster women pack of 2 printed cotton t shirt,,1398,50% OFF,"XS, S, M, L, XL",4.4,908
https://www.myntra.com/jeans/roadster/the-roadster-lifestyle-co-men-blue-slim-fit-mid-rise-clean-look-stretchable-jeans/10930336/buy,10930336,Roadster,Bottom Wear,jeans,Men,the roadster lifestyle co men blue slim fit mid rise clean look stretchable jeans,,1699,,"28, 30, 32, 34, 36",3.8,907
https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-pack-of-2-grey--white-t-shirt/16323384/buy,16323384,HRX by Hrithik Roshan,Sports Wear,tshirts,Men,hrx by hrithik roshan men pack of 2 grey  white t shirt,,2298,,"S, M, XL, XXL, L",4.2,907
https://www.myntra.com/shirts/highlander/highlander-men-white--olive-green-slim-fit-printed-casual-shirt/11889116/buy,11889116,HIGHLANDER,Topwear,shirts,Men,highlander men white  olive green slim fit printed casual shirt,549,1099,50% OFF,"39, 40, 42, 44",4.3,907
https://www.myntra.com/tshirts/roadster/roadster-men-white--navy-striped-round-neck-pure-cotton-t-shirt/2297744/buy,2297744,Roadster,Topwear,tshirts,Men,roadster men white  navy striped round neck pure cotton t shirt,349,699,50% OFF,"S, M, L, XL",3.9,907
https://www.myntra.com/palazzos/juniper/juniper-women-maroon--gold-coloured-printed-flared-palazzos/11893114/buy,11893114,Juniper,Indian Wear,palazzos,Women,juniper women maroon  gold coloured printed flared palazzos,798,1699,53% OFF,"28, 30, 32, 34, 36, 38",4.4,907
https://www.myntra.com/kurta-sets/sangria/sangria-women-teal-green--golden-zari-embroidered-angrakha-kurta-palazzo-dupatta-set/12104526/buy,12104526,Sangria,Indian Wear,kurta-sets,Women,sangria women teal green  golden zari embroidered angrakha kurta palazzo dupatta set,2449,4899,50% OFF,"XS, S, M, L, XL, XXL, 3XL",4.1,907
https://www.myntra.com/bra/floret/floret-pack-of-3-full-coverage-bras/851425/buy,851425,Floret,Lingerie & Sleep Wear,bra,Women,floret pack of 3 full coverage bras,645,717,10% OFF,"30B, 32B, 34B, 36B, 38B, 40B",3.9,907
https://www.myntra.com/track-pants/tokyo-talkies/tokyo-talkies-women-maroon-solid-port-royale-casual-straight-fit-track-pants/14154064/buy,14154064,Tokyo Talkies,Western,track-pants,Women,tokyo talkies women maroon solid port royale casual straight fit track pants,,1149,49% OFF,"S, M, L, XL",4.4,907
https://www.myntra.com/tshirts/maniac/maniac-men-yellow--navy-blue-printed-round-neck-pure-cotton-t-shirt/9256769/buy,9256769,Maniac,Topwear,tshirts,Men,maniac men yellow  navy blue printed round neck pure cotton t shirt,483,1099,56% OFF,"S, M, L, XL",4,906
https://www.myntra.com/tshirts/wrogn/wrogn-white-printed-pure-cotton-t-shirt/1421972/buy,1421972,WROGN,Topwear,tshirts,Men,wrogn white printed pure cotton t shirt,539,899,40% OFF,"S, M, L, XL, XXL",4.3,906
https://www.myntra.com/kurtas/sangria/sangria-women-green--orange-ethnic-print-straight-kurta/13437256/buy,13437256,Sangria,Indian Wear,kurtas,Women,sangria women green  orange ethnic print straight kurta,374,1499,75% OFF,"XS, S, M, L, XL, XXL, 3XL",4.1,906
https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-pack-of-2-t-shirts/16324074/buy,16324074,HRX by Hrithik Roshan,Sports Wear,tshirts,Men,hrx by hrithik roshan men pack of 2 t shirts,,2698,,"S, M, L, XL, XXL",4.3,905
https://www.myntra.com/shirts/roadster/roadster-men-black--grey-slim-fit-checked-sustainable-casual-shirt/2116963/buy,2116963,Roadster,Topwear,shirts,Men,roadster men black  grey slim fit checked sustainable casual shirt,879,1599,45% OFF,"38, 40, 42, 44, 46, 48",4.1,905
https://www.myntra.com/tshirts/roadster/roadster-men-green-melange-solid-v-neck-t-shirt/1996729/buy,1996729,Roadster,Topwear,tshirts,Men,roadster men green melange solid v neck t shirt,269,599,55% OFF,"XS, S, M, L, XL, XXL, 3XL, 4XL",4.2,905
https://www.myntra.com/jeans/herenow/herenow-women-blue-bootcut-high-rise-clean-look-stretchable-cropped-jeans/9072729/buy,9072729,HERE&NOW,Plus Size,jeans,Women,herenow women blue bootcut high rise clean look stretchable cropped jeans,629,2099,70% OFF,"26, 28, 30, 32, 34, 36, 38, 40",4.2,905
https://www.myntra.com/dresses/pluss/pluss-blue-striped-fit-and-flare-dress/7753715/buy,7753715,plusS,Plus Size,dresses,Women,pluss blue striped fit and flare dress,809,2699,70% OFF,"S, M, L, XL, XXL, 3XL, 4XL",4.2,905
https://www.myntra.com/tshirts/mast--harbour/mast--harbour-women-pack-of-2-t-shirts/17524574/buy,17524574,Mast & Harbour,Western,tshirts,Women,mast  harbour women pack of 2 t shirts,,1548,50% OFF,"S, XS, XL, L, M",4.1,905
https://www.myntra.com/tshirts/sassafras/sassafras-women-fluorescent-green-blessed-print-round-neck-t-shirt/12737822/buy,12737822,SASSAFRAS,Western,tshirts,Women,sassafras women fluorescent green blessed print round neck t shirt,,899,60% OFF,"XS, S, M, L, XL, XXL",4.5,905
https://www.myntra.com/jeans/roadster/roadster-men-blue-skinny-fit-mid-rise-acid-wash-clean-look-stretchable-jeans/11274476/buy,11274476,Roadster,Bottom Wear,jeans,Men,roadster men blue skinny fit mid rise acid wash clean look stretchable jeans,,1999,,"28, 30, 32, 34, 36",3.8,904
https://www.myntra.com/shirts/roadster/roadster-men-blue-pure-cotton-washed-denim-sustainable-shirt/1376192/buy,1376192,Roadster,Topwear,shirts,Men,roadster men blue pure cotton washed denim sustainable shirt,719,1799,60% OFF,"38, 40, 42, 44",4.1,904
https://www.myntra.com/dresses/tokyo-talkies/tokyo-talkies-women-rust-red-floral-printed-dress/10088851/buy,10088851,Tokyo Talkies,Western,dresses,Women,tokyo talkies women rust red floral printed dress,,1399,66% OFF,"S, M, L, XL",4.2,904
https://www.myntra.com/tops/her-by-invictus/her-by-invictus-teal-blue--black-conversational-pleated-top/10821238/buy,10821238,her by invictus,Western,tops,Women,her by invictus teal blue  black conversational pleated top,,1399,65% OFF,"S, M, L, XL, XXL",3.8,904
https://www.myntra.com/dresses/sassafras/sassafras-sea-green--red-floral-print-a-line-dress/1774662/buy,1774662,SASSAFRAS,Western,dresses,Women,sassafras sea green  red floral print a line dress,,1399,49% OFF,"XS, S, M, L, XL, XXL",4.4,904
